회사명,거래소코드,회계년도,자산(*)(천원),부채(*)(천원),자본(*)(천원),유동자산(*)(천원),유동부채(*)(천원),당좌자산(*)(천원),단기차입금(*)(천원),장기차입금(*)(천원),사채(*)(천원),매출액(영업수익)(*)(천원),당기순이익(순손실)(천원),감가상각비(천원),기타대손상각비(천원),이자비용(천원),이자수익(천원),유동성장기부채(*)(천원),영업활동으로 인한 현금흐름(*)(천원),당기순이익(순손실)(천원),영업이익(손실)(천원),매출원가(*)(천원),투자자산(*)(천원),유형자산(*)(천원),무형자산(*)(천원),이연자산(*)(천원),매출채권(*)(천원),재고자산(*)(천원),법인세비용차감전(계속사업)손익(천원),세금과공과(천원),퇴직급여(천원),임차료(천원),영업외수익(*)(천원),영업외비용(*)(천원)
(주)주안,078796,2015/12,29908484,30262220,-353735,29716537,7262220,1461401,7210020,23000000,0,312358,-624979,10676,0,0,2879,0,-28461855,-624979,-511135,527561,0,41947,0,0,0,28255136,-624979,12465,4070,31814,2966,116810
(주)주안,078796,2016/12,45353464,52723723,-7370260,44946488,29712310,4268131,26095398,23000000,0,11610710,-7016524,21541,0,0,555,0,-19184411,-7016524,-3886076,8641278,0,28485,0,0,3757348,40678357,-7016524,31136,19038,314333,1110,3131558
(주)주안,078796,2017/12,70528490,78216283,-7687793,69621776,78191927,8319813,49741755,0,0,33525760,-317534,12847,0,0,56,23000000,-23762995,-317534,3351364,25892342,741075,15638,0,0,7981631,61301964,-317534,45036,20604,159518,33615,3702512
(주)주안디앤씨,078662,2015/12,14053765,11314097,2739668,13294526,10851097,7444530,1420000,463000,0,2500000,735125,27751,0,0,73749,0,-807394,735125,899447,0,0,433198,0,0,0,5849997,945704,34639,207643,11385,73761,27505
(주)주안디앤씨,078662,2016/12,9609989,4795658,4814331,8215316,2860061,2585637,0,1883000,0,5075091,2074663,44260,0,0,22730,0,984537,2074663,892834,2826054,100616,727256,0,0,0,5629679,2687999,36911,22597,28071,1882408,87243
(주)주은,064953,2011/12,11023067,10907094,115973,513103,15723,513103,0,8183272,0,160616,65973,49025,0,0,199,0,0,0,-31058,0,0,10504964,0,0,0,0,65973,19314,0,0,114473,17442
(주)주은,064953,2012/12,11946830,11712061,234769,1332816,36615,1332816,0,8181144,0,418897,118796,156253,0,0,29076,0,314957,118796,-155972,0,0,10609014,0,0,0,0,142552,59772,11587,0,298524,0
(주)주은,064953,2013/12,12191436,11854154,337282,1736542,42670,1736542,0,8173101,0,418552,102513,176120,0,0,22549,0,279681,102513,-189697,0,0,10449894,0,0,0,0,118073,59278,13406,0,307770,0
(주)주은,064953,2014/12,12312373,11851560,460813,1983270,38583,1983270,0,8173101,0,420000,123531,161246,0,0,14374,0,283189,123531,-162720,0,0,10324102,0,0,0,0,139194,59807,5092,0,301914,0
(주)주은,064953,2015/12,12632094,12025204,606890,1795147,38956,1795147,0,8173101,0,430000,146078,156232,0,0,19243,0,324377,146078,-147483,0,0,10521454,0,0,0,0,165870,58662,13272,0,313353,0
