,회사명,거래소코드,회계년도,자산,부채,자본,유동자산,유동부채,당좌자산,단기차입금,장기차입금,사채,매출액,당기순이익,감가상각비,기타대손상각비,이자비용,이자수익,유동성장기부채,영업활동으로 인한 현금흐름,영업이익,매출원가,투자자산,유형자산,무형자산,이연자산,매출채권,재고자산,법인세비용차감전,세금과공과,퇴직급여,임차료,영업외수익,영업외비용,회계월
114749,(주)KAL호텔네트워크,29255,2013,508637772.0,199103891.0,309533882.0,93190501.0,91333849.0,91756953.0,0.0,105309392.0,0.0,85536126.0,5263632.0,6437157.0,0.0,0.0,1488355.0,75000000.0,59346174.0,8674766.0,0.0,1795125.0,411865053.0,624043.0,0.0,5963320.0,1433548.0,6697736.0,1357925.0,1595734.0,699140.0,1920876.0,3897906.0,Dec
114750,(주)KAL호텔네트워크,29255,2014,552351158.0,244728583.0,307622575.0,38918192.0,121205087.0,37388464.0,40000000.0,120000000.0,0.0,99574250.0,-805074.0,10601106.0,77.0,0.0,1236183.0,65000000.0,11592522.0,716115.0,0.0,1789480.0,507430148.0,1194769.0,0.0,6493911.0,1529728.0,-2441697.0,1341799.0,1369553.0,1042496.0,2342364.0,5500175.0,Dec
114751,(주)KAL호텔네트워크,29255,2015,537180504.0,244053212.0,293127291.0,42321859.0,74954606.0,40879313.0,0.0,165000000.0,0.0,101292034.0,-14526075.0,17026781.0,6.0,0.0,503579.0,60000000.0,11162028.0,-3877566.0,0.0,559480.0,491316036.0,971579.0,0.0,9796320.0,1442546.0,-13687699.0,1862372.0,1759889.0,1369215.0,960771.0,10770903.0,Dec
114752,(주)KAL호텔네트워크,29255,2016,515570942.0,233295361.0,282275581.0,42617747.0,230068194.0,41183671.0,0.0,0.0,0.0,105513433.0,-11657455.0,16548606.0,4.0,0.0,421374.0,215000000.0,18056119.0,-2648123.0,0.0,0.0,472026853.0,701558.0,0.0,6999294.0,1434075.0,-10028064.0,1959650.0,1950197.0,1315821.0,723218.0,8103158.0,Dec
231075,(주)LGEI,30602,2002,3693921000.0,368543000.0,3325378000.0,253775000.0,179525000.0,253775000.0,0.0,0.0,185583000.0,4697828000.0,315811000.0,0.0,3405000.0,0.0,19209000.0,0.0,294137000.0,361267000.0,3522558000.0,3197226000.0,48386000.0,415000.0,0.0,0.0,0.0,406024000.0,0.0,0.0,0.0,389841000.0,345084000.0,Dec
114761,(주)LG파워콤,21438,2001,1391431907.0,595539244.0,795892663.0,77483431.0,324017084.0,64410315.0,247202250.0,196083999.0,70000000.0,386395106.0,25866066.0,1909029.0,4190.0,0.0,311676.0,5022000.0,130395296.0,58312281.0,306232547.0,121098635.0,1129541213.0,14962447.0,0.0,49072370.0,13073116.0,21506558.0,628199.0,354716.0,588047.0,4972314.0,41778037.0,Dec
114762,(주)LG파워콤,21438,2002,1448341299.0,647722012.0,800619287.0,80927925.0,421030048.0,71524641.0,258272057.0,150138584.0,70000000.0,491897007.0,23392649.0,180651780.0,448253.0,0.0,182261.0,71093610.0,247602065.0,88200858.0,0.0,103416659.0,1170789613.0,13451784.0,0.0,104085994.0,9403284.0,12301172.0,5151165.0,2233043.0,57435251.0,6771514.0,82671199.0,Dec
114763,(주)LG파워콤,21438,2003,1408535911.0,580055939.0,828479972.0,177391975.0,366705989.0,169859431.0,145000000.0,47456870.0,160000000.0,526823885.0,30639632.0,199005936.0,0.0,0.0,3971697.0,110662831.0,294926903.0,131614443.0,0.0,12692322.0,1084612216.0,7001032.0,0.0,65360091.0,7532544.0,33940215.0,2290025.0,2660849.0,67092220.0,11891189.0,109565417.0,Dec
114764,(주)LG파워콤,21438,2004,1371562572.0,470965085.0,900597487.0,172074984.0,226216806.0,161428042.0,30000000.0,48323270.0,190000000.0,571229190.0,73728080.0,212913752.0,1109975.0,0.0,8677854.0,101173600.0,331872471.0,130027992.0,0.0,14606461.0,1054495344.0,6391739.0,0.0,56687347.0,10646942.0,87878108.0,3657042.0,4606888.0,91940749.0,19966805.0,62116689.0,Dec
114765,(주)LG파워콤,21438,2005,1567328833.0,622112032.0,945216800.0,351874346.0,258358298.0,351874346.0,20000000.0,59264100.0,300000000.0,638429765.0,46074560.0,234443236.0,60009.0,0.0,11039209.0,108673664.0,313888660.0,69134946.0,0.0,6888900.0,1086560940.0,8942992.0,0.0,99483972.0,0.0,41611472.0,3588929.0,3343428.0,124814911.0,26553894.0,54077368.0,Dec
114766,(주)LG파워콤,21438,2006,1483117180.0,597325215.0,885791965.0,163335584.0,328656272.0,163335584.0,51000000.0,59646040.0,200000000.0,855912539.0,-57944769.0,266425325.0,34836.0,0.0,6112882.0,119628069.0,230569637.0,-55332889.0,0.0,1471539.0,1148440803.0,26963337.0,0.0,121096791.0,0.0,-105309954.0,926442.0,7275531.0,149185134.0,16268361.0,66245426.0,Dec
114767,(주)LG파워콤,21438,2007,1663439088.0,752070357.0,911368731.0,228662596.0,492199057.0,225254122.0,200000000.0,47763480.0,200000000.0,1109617860.0,25521577.0,304021894.0,0.0,0.0,1756283.0,123978467.0,350208801.0,44770559.0,0.0,1060662.0,1249725234.0,26866344.0,0.0,124875860.0,3408474.0,7720037.0,8296911.0,5706718.0,159643986.0,12782221.0,49832743.0,Dec
114768,(주)LG파워콤,21438,2008,1937073801.0,944983020.0,992090781.0,376727260.0,644585963.0,373571806.0,370250000.0,34978060.0,250000000.0,1273768575.0,5991092.0,270981876.0,67937.0,0.0,6118856.0,73754420.0,349110564.0,88658398.0,0.0,5046393.0,1376692362.0,20405157.0,0.0,149215649.0,3155455.0,20796146.0,9959397.0,6408583.0,166414626.0,21036203.0,88898455.0,Dec
114769,(주)LG파워콤,21438,2009,2043230859.0,1137620991.0,905609868.0,296027356.0,693622240.0,290836211.0,290000000.0,29684640.0,400000000.0,1468312796.0,4718016.0,293162355.0,412199.0,0.0,9005369.0,166112999.0,372426332.0,92124972.0,0.0,4046450.0,1576737930.0,13739253.0,0.0,178093622.0,5191144.0,32816026.0,5690814.0,7438810.0,180412458.0,35629556.0,94938503.0,Dec
140390,(주)NHF5호공공임대개발전문위탁관리부동산투자회사,76921,2017,645382083.0,537245996.0,108136087.0,28729561.0,180132481.0,28729561.0,0.0,314136000.0,0.0,0.0,-2237092.0,0.0,0.0,0.0,864.0,179300000.0,2444677.0,-2405388.0,0.0,7413.0,616645109.0,0.0,0.0,0.0,0.0,-2237092.0,523023.0,0.0,0.0,168296.0,0.0,Dec
140393,(주)NHF6호공공임대개발전문위탁관리부동산투자회사,78193,2017,630064743.0,527954989.0,102109754.0,38700551.0,192743404.0,38700551.0,0.0,280025000.0,0.0,0.0,-2841888.0,264613.0,0.0,0.0,1828.0,191500000.0,16380933.0,-3056044.0,0.0,5766.0,591358426.0,0.0,0.0,0.0,0.0,-2841888.0,469617.0,0.0,0.0,214156.0,0.0,Dec
140396,(주)NHF7호공공임대위탁관리부동산투자회사,76922,2017,611865180.0,484024426.0,127840754.0,32331460.0,1597324.0,32331460.0,0.0,434554000.0,0.0,0.0,-3717555.0,0.0,0.0,0.0,1282.0,0.0,12032709.0,-3861860.0,0.0,6621.0,579527100.0,0.0,0.0,0.0,0.0,-3717555.0,698511.0,0.0,0.0,144305.0,0.0,Dec
140398,(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,72369,2015,616518131.0,467659652.0,148858479.0,33625878.0,1384742.0,33625879.0,0.0,413981000.0,0.0,0.0,-3025179.0,0.0,0.0,0.0,22151.0,0.0,49256596.0,-3519155.0,0.0,0.0,582892253.0,0.0,0.0,0.0,0.0,-3025179.0,998171.0,0.0,0.0,493975.0,0.0,Dec
140399,(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,72369,2016,888588841.0,742183540.0,146405301.0,17778970.0,62962540.0,17778970.0,0.0,679221000.0,0.0,0.0,-2453178.0,0.0,0.0,0.0,3118.0,0.0,7358218.0,-2718232.0,0.0,828249.0,869981622.0,0.0,0.0,0.0,0.0,-2453178.0,817521.0,0.0,0.0,265135.0,81.0,Dec
140400,(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,72369,2017,1206287846.0,1064826249.0,141461596.0,165862923.0,1817341.0,165862923.0,0.0,557305000.0,0.0,21960014.0,-4943704.0,6283028.0,0.0,0.0,495910.0,0.0,436979900.0,7133539.0,5042490.0,829998.0,1039594925.0,0.0,0.0,0.0,0.0,-4943704.0,966816.0,0.0,0.0,904750.0,12981994.0,Dec
140404,(주)NHF제2호공공임대위탁관리부동산투자회사,72370,2017,551844747.0,487236414.0,64608332.0,82737155.0,776737.0,82737156.0,0.0,233095000.0,0.0,9825177.0,-335968.0,3470568.0,0.0,0.0,216281.0,0.0,229203119.0,2892632.0,1637808.0,158845.0,468948745.0,0.0,0.0,0.0,0.0,-335968.0,314122.0,0.0,0.0,485348.0,3713947.0,Dec
140407,(주)NHF제3호공공임대개발전문위탁관리부동산투자회사,72325,2016,703166960.0,560771176.0,142395784.0,20296264.0,3663843.0,20296264.0,0.0,506532000.0,0.0,0.0,-2754819.0,0.0,0.0,0.0,791.0,0.0,4104967.0,-3044162.0,0.0,15167.0,682855529.0,0.0,0.0,0.0,0.0,-2754819.0,587570.0,0.0,0.0,289343.0,0.0,Dec
140408,(주)NHF제3호공공임대개발전문위탁관리부동산투자회사,72325,2017,1119230109.0,982013432.0,137216677.0,147209744.0,271558811.0,141155599.0,0.0,491647000.0,0.0,6149643.0,-5179107.0,2397328.0,0.0,0.0,18864.0,263600000.0,172835242.0,-3401511.0,3461269.0,15182.0,972005183.0,0.0,0.0,0.0,6054145.0,-5179107.0,716332.0,0.0,0.0,616439.0,2394035.0,Dec
254584,(주)건영,38822,2002,500406297.0,374953660.0,125452637.0,414562710.0,140123500.0,185998245.0,9126457.0,0.0,0.0,163767589.0,-32294963.0,708283.0,0.0,0.0,6556459.0,15206309.0,167051999.0,4613776.0,141877213.0,8687458.0,67699671.0,28295.0,0.0,43554451.0,228564465.0,-32294963.0,1028042.0,650902.0,583638.0,25188327.0,62097065.0,Dec
254588,(주)건영,38822,2006,525096318.0,189134272.0,335962046.0,461452298.0,52736985.0,374141828.0,0.0,0.0,123000000.0,41849310.0,-68655325.0,470327.0,0.0,0.0,10472171.0,500000.0,-21629376.0,-24838026.0,34915815.0,19145643.0,28495560.0,34923.0,0.0,37505878.0,87310471.0,-68655325.0,4075590.0,570516.0,581231.0,45224135.0,89041433.0,Dec
254590,(주)건영,38822,2008,571654859.0,226228435.0,345426424.0,480349822.0,170036532.0,396346326.0,86217057.0,2955230.0,0.0,209313745.0,6995432.0,892418.0,9816492.0,0.0,10065159.0,0.0,-37337671.0,3034020.0,176004986.0,51650611.0,26855470.0,2666258.0,0.0,126888522.0,84003496.0,9314684.0,2126521.0,1274974.0,1411902.0,18402128.0,12121464.0,Dec
254591,(주)건영,38822,2009,748779807.0,400727117.0,348052689.0,639710240.0,352795098.0,499829535.0,213119000.0,23706230.0,0.0,279252665.0,3261384.0,725389.0,5896008.0,0.0,16766462.0,26065000.0,-107063954.0,1812683.0,248153857.0,62605854.0,25964330.0,3106905.0,0.0,185995553.0,139880705.0,4916706.0,1923986.0,1407089.0,1900338.0,26931562.0,23827539.0,Dec
254592,(주)건영,38822,2010,989894121.0,734818344.0,255075777.0,796545998.0,657488429.0,675940835.0,372553851.0,37315952.0,0.0,543845407.0,-92984537.0,705282.0,31993197.0,0.0,15290647.0,12462240.0,-26328347.0,-34562201.0,504788284.0,98522481.0,70290746.0,3787872.0,0.0,246308208.0,120605163.0,-96158967.0,2965562.0,1271186.0,2473251.0,22036168.0,83632934.0,Dec
254593,(주)건영,38822,2011,539261239.0,408255691.0,131005548.0,426033404.0,250343414.0,342491373.0,0.0,0.0,118654610.0,331776475.0,-219152306.0,498277.0,287649681.0,0.0,2864222.0,21692775.0,-112682680.0,-120859067.0,322853957.0,30343861.0,66932681.0,2594429.0,0.0,216800920.0,83542031.0,-219152306.0,1888637.0,1052420.0,2121853.0,250782994.0,349076233.0,Dec
179725,(주)건화,29502,2013,571845993.0,402164901.0,169681092.0,59864175.0,233595950.0,38341880.0,113344787.0,147776901.0,1800000.0,210794860.0,4219302.0,643402.0,-13253.0,0.0,315229.0,40493782.0,15065253.0,18400272.0,182774079.0,32194722.0,478714297.0,353740.0,0.0,27518414.0,21522295.0,5083389.0,168436.0,311967.0,169604.0,4590605.0,17907488.0,Dec
179726,(주)건화,29502,2014,659436755.0,499869564.0,159567191.0,86514217.0,306403759.0,36507687.0,123292943.0,178274876.0,0.0,276935184.0,-9179852.0,541775.0,-17518.0,0.0,236452.0,58625672.0,29053984.0,20221491.0,246999109.0,30825852.0,541278903.0,288524.0,0.0,25503720.0,50006530.0,-598902.0,173312.0,370201.0,179882.0,1929308.0,22749700.0,Dec
179727,(주)건화,29502,2015,733707462.0,511903119.0,221804343.0,69201434.0,333250178.0,28192662.0,187301803.0,142360823.0,1260000.0,298907118.0,-6397794.0,199344.0,241404.0,0.0,114413.0,38521638.0,29060134.0,11308164.0,278899881.0,29110405.0,634698647.0,161049.0,0.0,23001959.0,41008772.0,-6577784.0,119987.0,362946.0,146295.0,6044475.0,23930423.0,Dec
179728,(주)건화,29502,2016,580334378.0,359057004.0,221277374.0,96262868.0,254992418.0,59420060.0,154468990.0,69429623.0,0.0,272642400.0,-30922204.0,547677.0,393925.0,0.0,72346.0,26790273.0,-1224495.0,19140194.0,245556256.0,23587709.0,459971397.0,97303.0,0.0,20909033.0,36842807.0,-28843246.0,158256.0,309739.0,114366.0,26907715.0,74891155.0,Dec
179729,(주)건화,29502,2017,575947860.0,351482431.0,224465429.0,113257334.0,253336606.0,77416302.0,148763390.0,62666778.0,880000.0,261188054.0,3169102.0,547212.0,103247.0,0.0,874352.0,30148317.0,36517142.0,18014304.0,236092299.0,19274213.0,443097476.0,87347.0,0.0,23750702.0,35841032.0,2339924.0,127967.0,321880.0,84251.0,1592713.0,17267094.0,Dec
115018,(주)교원프라퍼티,13041,2006,543008217.0,152122078.0,390886139.0,412954855.0,114323246.0,408180150.0,0.0,0.0,0.0,559621185.0,76893895.0,4948785.0,0.0,0.0,16320047.0,0.0,91793674.0,88728208.0,322341600.0,2408194.0,101650344.0,0.0,0.0,123797.0,4774705.0,106108915.0,3590750.0,7322828.0,14916765.0,17506150.0,125443.0,Dec
115019,(주)교원프라퍼티,13041,2007,638975865.0,168357215.0,470618649.0,491531024.0,128558890.0,486719435.0,0.0,0.0,0.0,601348533.0,84732510.0,5097970.0,0.0,0.0,22984134.0,0.0,104456721.0,93056829.0,344706425.0,20478409.0,99327635.0,0.0,0.0,99190.0,4811588.0,117141084.0,3939149.0,8932360.0,15792237.0,24414378.0,330124.0,Dec
115020,(주)교원프라퍼티,13041,2008,849401543.0,288503276.0,560898268.0,554670284.0,239178740.0,549128093.0,88000000.0,0.0,0.0,652668135.0,96279618.0,5820572.0,0.0,0.0,33088725.0,0.0,122407187.0,96071876.0,371946820.0,2989260.0,262061431.0,0.0,0.0,83911.0,5542191.0,136021929.0,4339276.0,8483321.0,16617799.0,40256617.0,306565.0,Dec
115021,(주)교원프라퍼티,13041,2009,840262112.0,189348345.0,650913767.0,530403007.0,135340393.0,523724516.0,0.0,0.0,0.0,676282609.0,97015499.0,7595926.0,0.0,0.0,25728325.0,0.0,100912375.0,99621764.0,378650076.0,2684322.0,274738665.0,0.0,0.0,55053.0,6678491.0,127495616.0,5683792.0,9706706.0,17000112.0,28622031.0,748180.0,Dec
115022,(주)교원프라퍼티,13041,2010,912736158.0,180796643.0,731939515.0,584135666.0,133552741.0,577904196.0,0.0,0.0,0.0,681218479.0,89025748.0,7130102.0,0.0,0.0,22593917.0,0.0,86045676.0,95481594.0,381524471.0,2580790.0,294676438.0,0.0,0.0,40783.0,6231470.0,119755406.0,6039947.0,9815371.0,16915508.0,24674299.0,400486.0,Dec
115023,(주)교원프라퍼티,13041,2011,979411013.0,183528979.0,795882034.0,541990863.0,133706566.0,535160506.0,0.0,0.0,0.0,673102998.0,72942519.0,6818443.0,0.0,0.0,22715904.0,0.0,78955644.0,74512102.0,376085988.0,54175588.0,351447936.0,0.0,0.0,35331.0,6830356.0,99033591.0,6425304.0,8383597.0,16702760.0,24975637.0,454147.0,Dec
115024,(주)교원프라퍼티,13041,2012,1041794345.0,176693716.0,865100628.0,542034866.0,127978909.0,532923421.0,0.0,0.0,0.0,653054826.0,81503568.0,7659385.0,0.0,0.0,22962614.0,0.0,85165136.0,77639871.0,364733794.0,94607189.0,372566639.0,0.0,0.0,2108700.0,9111445.0,106103408.0,4902186.0,8262781.0,16757966.0,28698978.0,235441.0,Dec
115025,(주)교원프라퍼티,13041,2013,1129321581.0,205544364.0,923777216.0,525327678.0,159017655.0,515695107.0,0.0,0.0,0.0,622740933.0,67281888.0,7737547.0,0.0,0.0,17689018.0,0.0,104584556.0,64485251.0,344623972.0,200592496.0,365038114.0,0.0,0.0,1779526.0,9632570.0,87919289.0,3345382.0,11075681.0,16793573.0,23871576.0,437538.0,Dec
115026,(주)교원프라퍼티,13041,2014,1151033515.0,176135303.0,974898212.0,563721766.0,135964843.0,555024950.0,0.0,0.0,0.0,607344035.0,59502349.0,7585618.0,0.0,0.0,16074993.0,0.0,53139206.0,58754553.0,338093827.0,187358071.0,363016358.0,0.0,0.0,2595523.0,8696816.0,79053593.0,3565730.0,11042862.0,16858709.0,25579712.0,5280672.0,Dec
115027,(주)교원프라퍼티,13041,2015,1192189120.0,165713322.0,1026475798.0,572086480.0,123200303.0,563557645.0,0.0,0.0,0.0,600021977.0,59475851.0,8214523.0,0.0,0.0,14086649.0,0.0,65943233.0,54734814.0,333209132.0,198316451.0,383300961.0,449167.0,0.0,2920632.0,8528835.0,75948233.0,3681868.0,10198580.0,16683039.0,24861840.0,3648422.0,Dec
115028,(주)교원프라퍼티,13041,2016,1242860608.0,171096384.0,1071764224.0,611267905.0,131570366.0,602268171.0,0.0,0.0,0.0,602774920.0,53072490.0,8037249.0,0.0,0.0,13048052.0,0.0,73457604.0,43594887.0,336678567.0,224220482.0,374993975.0,547601.0,0.0,4016609.0,8999734.0,70023123.0,3535959.0,15104195.0,16571802.0,27240584.0,812348.0,Dec
115029,(주)교원프라퍼티,13041,2017,1305900628.0,173082413.0,1132818215.0,549875069.0,133733857.0,533219984.0,0.0,0.0,0.0,631358305.0,68756739.0,7843550.0,0.0,0.0,14615553.0,0.0,52498145.0,57064453.0,352421780.0,254575211.0,469076645.0,2394672.0,0.0,21924853.0,16655085.0,88150558.0,3386807.0,10779144.0,15602058.0,32798142.0,1712036.0,Dec
231383,(주)귀뚜라미홀딩스,13163,2007,536328951.0,69543577.0,466785375.0,356150430.0,39111897.0,309059391.0,0.0,0.0,0.0,209969080.0,55057915.0,1259135.0,9388.0,0.0,13268865.0,0.0,-603348.0,2516796.0,178052121.0,163007750.0,58784696.0,-47554394.0,0.0,53793972.0,47091039.0,70380202.0,246679.0,275104.0,22029.0,70474943.0,2611537.0,Dec
231384,(주)귀뚜라미홀딩스,13163,2008,539013639.0,52649472.0,486364167.0,298362737.0,33247092.0,242281390.0,0.0,0.0,0.0,219791228.0,43125202.0,1169544.0,2208777.0,0.0,14611683.0,0.0,6922206.0,9140982.0,182925504.0,191974138.0,83235874.0,-37958913.0,0.0,52353432.0,56081347.0,51012136.0,244978.0,277725.0,31359.0,48381996.0,6510843.0,Dec
231385,(주)귀뚜라미홀딩스,13163,2009,589242752.0,67156763.0,522085989.0,344888374.0,43080413.0,307908885.0,0.0,0.0,0.0,202523756.0,22668831.0,975532.0,0.0,0.0,11280946.0,0.0,39052288.0,6840265.0,168618164.0,193989156.0,83138542.0,-35732407.0,0.0,58005357.0,36979489.0,28947254.0,182662.0,153806.0,37347.0,28943867.0,6836878.0,Dec
231386,(주)귀뚜라미홀딩스,13163,2010,605045124.0,64687568.0,540357557.0,338773041.0,47013712.0,296525519.0,0.0,0.0,0.0,238936481.0,32883358.0,1129780.0,13366349.0,0.0,8309785.0,0.0,27680167.0,20529417.0,189223154.0,242837076.0,55257947.0,-34914581.0,0.0,63582243.0,42247522.0,38494130.0,216961.0,921916.0,24091.0,34343468.0,16378755.0,Dec
231387,(주)귀뚜라미홀딩스,13163,2011,738068734.0,86985172.0,651083561.0,402661534.0,55533236.0,331076454.0,0.0,0.0,0.0,258346448.0,43688731.0,1222426.0,14252.0,0.0,9218987.0,0.0,24307446.0,20098933.0,209552586.0,273503719.0,56252472.0,1690967.0,0.0,62537182.0,71585080.0,57502554.0,0.0,566799.0,0.0,39384144.0,1980523.0,Dec
231388,(주)귀뚜라미홀딩스,13163,2012,809584767.0,87371037.0,722213730.0,397131423.0,47633018.0,344275406.0,0.0,0.0,0.0,307328237.0,46969205.0,1255846.0,0.0,0.0,7948479.0,0.0,67571742.0,20442732.0,251112513.0,322224294.0,56470248.0,1447200.0,0.0,33801125.0,52856017.0,54230610.0,0.0,572874.0,0.0,43826294.0,10038416.0,Dec
231389,(주)귀뚜라미홀딩스,13163,2013,822951342.0,85479148.0,737472194.0,413235913.0,52479293.0,358806934.0,0.0,0.0,0.0,323795911.0,37787107.0,1342108.0,0.0,0.0,6394259.0,0.0,-2080579.0,16612388.0,263189531.0,306991103.0,66094897.0,1217961.0,0.0,37193498.0,54428979.0,48012557.0,0.0,600242.0,0.0,34297537.0,2897368.0,Dec
231390,(주)귀뚜라미홀딩스,13163,2014,854959716.0,83188220.0,771771496.0,455473853.0,46364320.0,401163420.0,0.0,0.0,0.0,286463953.0,43010545.0,1439447.0,0.0,0.0,8998874.0,0.0,50401106.0,11175793.0,233672933.0,319016582.0,68853635.0,1159369.0,0.0,37509576.0,54310433.0,54084014.0,0.0,745524.0,0.0,52052716.0,9144496.0,Dec
231391,(주)귀뚜라미홀딩스,13163,2015,871524684.0,82238550.0,789286134.0,455528594.0,44366338.0,405370357.0,0.0,0.0,0.0,253288691.0,17562683.0,1323337.0,153889.0,0.0,6751934.0,0.0,28636275.0,6728192.0,203276233.0,324682446.0,82421043.0,1124326.0,0.0,37428716.0,50158237.0,21840354.0,0.0,817271.0,0.0,22609194.0,7497031.0,Dec
231392,(주)귀뚜라미홀딩스,13163,2016,920897136.0,106498583.0,814398553.0,437554208.0,66925929.0,380846420.0,0.0,0.0,0.0,273220900.0,31651401.0,1576830.0,0.0,0.0,6136656.0,0.0,30857560.0,14990740.0,211082366.0,334262136.0,142347794.0,1077105.0,0.0,52411408.0,56707788.0,39609152.0,0.0,759842.0,0.0,28348999.0,3730587.0,Dec
231393,(주)귀뚜라미홀딩스,13163,2017,952446364.0,108790961.0,843655403.0,400815707.0,65721994.0,336623553.0,0.0,0.0,0.0,290062538.0,26307565.0,1609759.0,1904959.0,0.0,4613999.0,0.0,25182370.0,14760287.0,225267623.0,376439454.0,147893800.0,1032649.0,0.0,44864942.0,64192154.0,32345985.0,0.0,1071332.0,0.0,27231937.0,9646240.0,Dec
255024,(주)금성백조주택,13221,2017,532698069.0,250198184.0,282499885.0,417507907.0,229222527.0,286318479.0,84341221.0,0.0,0.0,454105045.0,47534610.0,521292.0,0.0,0.0,1763183.0,0.0,60910225.0,60733017.0,378050505.0,55580210.0,56477170.0,0.0,0.0,27804652.0,131189427.0,63395389.0,504328.0,501120.0,245900.0,3978913.0,1316540.0,Dec
204269,(주)넥솔론,51070,2009,504880746.0,415699593.0,89181152.0,161747719.0,152112608.0,92348891.0,15000000.0,81894000.0,20000000.0,205507219.0,9937002.0,42801.0,0.0,0.0,759661.0,0.0,-44032954.0,11696825.0,185095025.0,3000.0,254261119.0,817075.0,0.0,17943569.0,69398828.0,2661993.0,208964.0,261484.0,249971.0,8540697.0,17575529.0,Dec
204270,(주)넥솔론,51070,2010,746959991.0,572472415.0,174487576.0,197728468.0,294865827.0,144068388.0,50000000.0,72794000.0,50000000.0,451337329.0,35541192.0,53961.0,0.0,0.0,474244.0,59883799.0,51000882.0,47953152.0,393901588.0,113996.0,440266287.0,1975281.0,0.0,53184573.0,53660080.0,32554257.0,574152.0,279016.0,386914.0,11815838.0,27214733.0,Dec
115339,(주)넥슨코리아,43484,2008,727834719.0,425137707.0,302697012.0,146136562.0,54963779.0,146032430.0,0.0,346548641.0,0.0,261050520.0,84192590.0,2631265.0,0.0,0.0,3313955.0,0.0,93074041.0,96869119.0,61745784.0,528249584.0,37388340.0,6845407.0,0.0,33593296.0,104132.0,114103827.0,438084.0,2495041.0,2308627.0,53448668.0,36213960.0,Dec
115340,(주)넥슨코리아,43484,2009,881140615.0,394631980.0,486508635.0,178652470.0,119055219.0,178555498.0,42000000.0,250369741.0,0.0,329508285.0,181383292.0,2219483.0,330000.0,0.0,2720371.0,72973.0,121293751.0,168322911.0,77546673.0,652200753.0,38075770.0,4800966.0,0.0,43391701.0,96971.0,233208454.0,474946.0,1814961.0,2269616.0,110633955.0,45748412.0,Dec
115341,(주)넥슨코리아,43484,2010,1217964842.0,507972962.0,709991880.0,330180353.0,163809637.0,330002748.0,0.0,316180960.0,0.0,514650817.0,223262942.0,1993066.0,0.0,0.0,2707688.0,25857005.0,182846552.0,246918435.0,179231575.0,813567685.0,53783447.0,4270121.0,0.0,94855138.0,177605.0,274147728.0,746705.0,1088692.0,1997607.0,140676863.0,113447570.0,Dec
115342,(주)넥슨코리아,43484,2011,1680925546.0,641883918.0,1039041628.0,527687683.0,262233995.0,527089724.0,0.0,275744668.0,0.0,877086589.0,334407572.0,5248744.0,2200.0,0.0,4743583.0,41979780.0,228896604.0,339587985.0,418968390.0,851277803.0,216643535.0,16697453.0,0.0,168933305.0,597959.0,413092192.0,584860.0,1943353.0,2677131.0,169546561.0,96042354.0,Dec
115343,(주)넥슨코리아,43484,2012,1724776771.0,312130421.0,1412646350.0,507932046.0,249020959.0,506951998.0,0.0,0.0,0.0,1106998697.0,359947545.0,6142230.0,1153765.0,0.0,6556298.0,0.0,234094644.0,319282385.0,624568341.0,1025863908.0,91233978.0,40907750.0,0.0,172455813.0,980047.0,465516592.0,1131048.0,2422598.0,4678153.0,299059658.0,152825451.0,Dec
115344,(주)넥슨코리아,43484,2013,2230830109.0,352822312.0,1878007797.0,1086540505.0,341122796.0,1086444155.0,0.0,0.0,0.0,1252205976.0,652718416.0,5794237.0,100000.0,0.0,12769021.0,0.0,707576413.0,323255186.0,741253795.0,906688050.0,168368288.0,49800282.0,0.0,151259069.0,96351.0,778876661.0,909947.0,2925889.0,6097552.0,638419513.0,182798038.0,Dec
115345,(주)넥슨코리아,43484,2014,2340348057.0,225519308.0,2114828749.0,1198798412.0,214702908.0,1198798412.0,0.0,0.0,0.0,739495707.0,374558574.0,8183174.0,479221.0,0.0,19543681.0,0.0,422211987.0,104390589.0,400134182.0,921713641.0,162242362.0,26438722.0,0.0,63784724.0,0.0,428016848.0,1008327.0,2820261.0,2803784.0,366634767.0,43008508.0,Dec
115346,(주)넥슨코리아,43484,2015,2742114666.0,229915005.0,2512199661.0,1620034955.0,206704979.0,1619668793.0,0.0,0.0,0.0,822165763.0,539367955.0,9525037.0,554833.0,0.0,24506997.0,0.0,523025493.0,91622705.0,425069224.0,908468523.0,158138479.0,25130336.0,0.0,88249309.0,366161.0,556422349.0,1204534.0,2263538.0,2444982.0,496263836.0,31464193.0,Dec
115347,(주)넥슨코리아,43484,2016,2788871987.0,229917313.0,2558954675.0,1537487542.0,205035106.0,1537071118.0,0.0,0.0,0.0,931318150.0,42320601.0,10064129.0,610194.0,0.0,22412361.0,0.0,95783471.0,93058131.0,468564115.0,1039795986.0,153894188.0,25740489.0,0.0,87603608.0,416424.0,79052312.0,1407804.0,2516774.0,4313077.0,46405318.0,60411138.0,Dec
