,회사명,거래소코드,회계년도,자산,부채,자본,유동자산,유동부채,당좌자산,단기차입금,장기차입금,사채,매출액,당기순이익,감가상각비,기타대손상각비,이자비용,이자수익,유동성장기부채,영업활동으로 인한 현금흐름,영업이익,매출원가,투자자산,유형자산,무형자산,이연자산,매출채권,재고자산,법인세비용차감전,세금과공과,퇴직급여,임차료,영업외수익,영업외비용,회계월
40375,(주)지오영,39152,2015,583461102.0,362748493.0,220712609.0,441651385.0,333859068.0,362273606.0,60867120.0,15000000.0,11999702.0,1009077388.0,15613696.0,1307425.0,0.0,0.0,1127450.0,10860000.0,6015177.0,20313053.0,962879213.0,99670916.0,37942418.0,269301.0,0.0,288111027.0,79377779.0,19730802.0,178657.0,787450.0,2236115.0,6624003.0,7206254.0,Dec
40376,(주)지오영,39152,2016,629238328.0,395855107.0,233383221.0,481712802.0,371514000.0,389078466.0,64942809.0,10000000.0,11999702.0,1207591943.0,14449497.0,1047258.0,0.0,0.0,726791.0,9620000.0,-1298269.0,21788829.0,1153892957.0,103775642.0,38679999.0,587862.0,0.0,320048111.0,92634336.0,19946316.0,179877.0,632961.0,3245250.0,8158455.0,10000968.0,Dec
40377,(주)지오영,39152,2017,679050443.0,424896500.0,254153942.0,533927308.0,399375295.0,431471879.0,60404480.0,6890000.0,11999702.0,1408261015.0,23090825.0,1138338.0,0.0,0.0,470377.0,8380000.0,6551285.0,31861236.0,1340510782.0,104150581.0,33468408.0,3620809.0,0.0,361766104.0,102455429.0,30007742.0,204193.0,766663.0,3880085.0,6590847.0,8444341.0,Dec
260113,(주)청구,28841,2001,541938529.0,806628844.0,-264690315.0,420148494.0,219975899.0,147626826.0,3989667.0,0.0,0.0,229110937.0,-78953869.0,1209378.0,3426801.0,0.0,824879.0,74830612.0,29213368.0,2039626.0,199682831.0,32770726.0,78179418.0,1538180.0,0.0,85075398.0,272521668.0,-78953869.0,2347965.0,394551.0,504531.0,17557551.0,98551047.0,Dec
121465,(주)케이티스카이라이프,21483,2002,532783774.0,336772220.0,196011554.0,386496297.0,81221570.0,375128688.0,0.0,118324000.0,130000000.0,63534958.0,-116187800.0,1871204.0,19785.0,0.0,15522403.0,7500000.0,-113051148.0,-122811012.0,97827877.0,13948564.0,92703042.0,28510702.0,0.0,25219504.0,11367608.0,-116187800.0,137486.0,1272826.0,2216466.0,19504630.0,12881417.0,Dec
121466,(주)케이티스카이라이프,21483,2003,560529636.0,425153692.0,135375944.0,362957243.0,218941262.0,347194569.0,20857658.0,61657320.0,120000000.0,149630760.0,-168446700.0,4320478.0,37403.0,0.0,10448178.0,91221430.0,-152613032.0,-164784599.0,173124486.0,14048000.0,113559174.0,31372604.0,0.0,40281935.0,15762674.0,-168446700.0,123725.0,880605.0,2574296.0,17690020.0,21352121.0,Dec
121467,(주)케이티스카이라이프,21483,2004,812003408.0,719864334.0,92139074.0,566779298.0,225822747.0,548141284.0,18742039.0,24326387.0,424233100.0,255035498.0,-137980512.0,6179170.0,183375.0,0.0,11333505.0,112151940.0,-151334010.0,-127848815.0,221979766.0,55677657.0,112788128.0,26984119.0,0.0,67722516.0,18638014.0,-137980512.0,482334.0,799098.0,3262614.0,24834984.0,34966682.0,Dec
121468,(주)케이티스카이라이프,21483,2005,659447879.0,600974465.0,58473414.0,415536519.0,257630098.0,405264129.0,787623.0,5274640.0,317015449.0,347274280.0,-79169284.0,7547941.0,6478202.0,0.0,15618659.0,94232603.0,-20449071.0,-64094739.0,242342226.0,55229799.0,108293391.0,25028167.0,0.0,99762985.0,10272390.0,-79169284.0,129216.0,947213.0,3516340.0,38205533.0,53280077.0,Dec
121469,(주)케이티스카이라이프,21483,2006,514970982.0,452694732.0,62276250.0,300539231.0,211328065.0,293064256.0,296009.0,0.0,232814500.0,393905240.0,3553031.0,8087410.0,10503128.0,0.0,14599596.0,89316546.0,7370238.0,15516359.0,235962510.0,59090623.0,93448695.0,23081878.0,0.0,115161720.0,7474975.0,3553031.0,98386.0,1120349.0,3359495.0,34589479.0,46552808.0,Dec
121470,(주)케이티스카이라이프,21483,2007,518663622.0,341515387.0,177148235.0,324924951.0,199863205.0,318689533.0,0.0,0.0,131591900.0,387393067.0,43193854.0,7940202.0,1648403.0,0.0,12121227.0,101622509.0,60667687.0,41103365.0,227626560.0,60475046.0,80391404.0,21254815.0,0.0,105671497.0,6235418.0,43193854.0,20593.0,2175098.0,3538953.0,30499729.0,28409240.0,Dec
121471,(주)케이티스카이라이프,21483,2008,503506521.0,287102625.0,216403896.0,334435266.0,203963385.0,326751679.0,0.0,0.0,90000000.0,386957683.0,21697991.0,7486260.0,1296508.0,0.0,18916626.0,131841935.0,28247725.0,24759272.0,231884154.0,33650959.0,72631926.0,20775865.0,0.0,86918343.0,7683587.0,21697991.0,147272.0,1298921.0,3980672.0,26597363.0,29658643.0,Dec
121473,(주)케이티스카이라이프,21483,2010,532011188.0,386934475.0,145076712.0,286067278.0,201871601.0,280352262.0,0.0,2000000.0,170000000.0,430983022.0,40371136.0,11037601.0,455101.0,0.0,8065135.0,59795401.0,90872660.0,37291165.0,248909997.0,22033184.0,144357081.0,19404965.0,0.0,96070042.0,5715016.0,31829273.0,80827.0,1609029.0,3371186.0,19126672.0,24588564.0,Dec
172742,(주)케이티에스테이트,63080,2012,1446665209.0,144600225.0,1302064984.0,110688216.0,120307112.0,110688216.0,0.0,0.0,0.0,20638992.0,-11064849.0,3775167.0,0.0,0.0,91525.0,0.0,7808409.0,-15066367.0,0.0,1099480719.0,2185163.0,814300.0,0.0,9047922.0,0.0,-14319191.0,17802101.0,105949.0,3759299.0,835179.0,88003.0,Dec
172743,(주)케이티에스테이트,63080,2013,1431492676.0,109583550.0,1321909126.0,147472764.0,85042774.0,137462237.0,0.0,0.0,0.0,249831118.0,21282302.0,43571308.0,0.0,0.0,1842952.0,0.0,70547234.0,34988113.0,0.0,1036899540.0,7267975.0,526353.0,0.0,28696546.0,10010526.0,27853378.0,12863594.0,1623225.0,1343604.0,2326508.0,9461244.0,Dec
172744,(주)케이티에스테이트,63080,2014,1464277754.0,129250552.0,1335027202.0,182611656.0,103640410.0,176353384.0,0.0,0.0,0.0,277386176.0,21824243.0,41745487.0,0.0,0.0,3229214.0,0.0,76170491.0,17774398.0,0.0,1028137836.0,7412510.0,1733357.0,0.0,32662418.0,6258272.0,16664491.0,13451476.0,12098434.0,1633604.0,4749397.0,5859305.0,Dec
172745,(주)케이티에스테이트,63080,2015,1534775927.0,186497248.0,1348278679.0,222904742.0,161065799.0,215772104.0,0.0,0.0,0.0,320253499.0,32893858.0,40830490.0,0.0,0.0,2964686.0,0.0,146600805.0,29971841.0,0.0,1052337536.0,7811517.0,2219811.0,0.0,29807927.0,7132637.0,27392221.0,13046359.0,2321774.0,1575848.0,4710712.0,7290333.0,Dec
172746,(주)케이티에스테이트,63080,2016,1656463123.0,285859142.0,1370603981.0,241717702.0,252765313.0,223997924.0,0.0,0.0,0.0,383806828.0,52671355.0,40718653.0,0.0,0.0,2936152.0,0.0,160779219.0,61627348.0,0.0,1153269821.0,8121162.0,2424684.0,0.0,52166973.0,17719778.0,68479424.0,14643977.0,2458591.0,1701391.0,9804807.0,2952731.0,Dec
172747,(주)케이티에스테이트,63080,2017,1692973706.0,307176678.0,1385797027.0,236657706.0,256343536.0,209320231.0,0.0,0.0,0.0,541962105.0,60714113.0,45063320.0,0.0,0.0,2745512.0,0.0,76562036.0,78723996.0,0.0,1188385847.0,11990782.0,2066561.0,0.0,45777797.0,27337474.0,77047931.0,13692327.0,2636774.0,1809245.0,6723141.0,8399206.0,Dec
260299,(주)코레드하우징,40568,2006,586093634.0,645755539.0,-59661905.0,584374104.0,28755539.0,339183018.0,0.0,617000000.0,0.0,0.0,-56374048.0,207488.0,0.0,0.0,3846961.0,0.0,-151503436.0,-13817786.0,0.0,696981.0,421299.0,0.0,0.0,0.0,245191086.0,-56374048.0,1284901.0,0.0,26441.0,4028780.0,46585041.0,Dec
260300,(주)코레드하우징,40568,2007,704896734.0,744028193.0,-39131460.0,702092771.0,263389193.0,373213256.0,0.0,480639000.0,0.0,218293096.0,20530445.0,190807.0,0.0,0.0,4684592.0,0.0,240631250.0,58015394.0,130488125.0,1219335.0,241153.0,0.0,0.0,0.0,328879515.0,20530445.0,4962990.0,0.0,335518.0,5775501.0,43260450.0,Dec
260301,(주)코레드하우징,40568,2008,513567616.0,517110489.0,-3542873.0,434121764.0,154191489.0,60311517.0,0.0,362919000.0,0.0,450526277.0,35588587.0,117229.0,0.0,0.0,3448498.0,0.0,99833124.0,59353623.0,373822384.0,77952154.0,123923.0,0.0,0.0,0.0,373810247.0,35588587.0,1811878.0,0.0,162212.0,15510266.0,39275302.0,Dec
58891,(주)코스트코코리아,10962,2009,523847113.0,129691788.0,394155324.0,224933355.0,122296364.0,128954248.0,0.0,0.0,0.0,1217267592.0,41312784.0,4402988.0,0.0,0.0,3786453.0,0.0,56940823.0,53568468.0,1057332247.0,7436.0,186892776.0,0.0,0.0,19616468.0,95979107.0,56398628.0,2871519.0,4896343.0,2100046.0,7031922.0,4201763.0,Aug
58892,(주)코스트코코리아,10962,2010,639389969.0,176668151.0,462721818.0,341659572.0,175234372.0,211116078.0,0.0,0.0,0.0,1578845947.0,68566493.0,6044530.0,0.0,0.0,3275726.0,0.0,102709363.0,86414371.0,1370837737.0,0.0,185774222.0,0.0,0.0,5907299.0,130543494.0,90193595.0,3539689.0,5948784.0,4792085.0,15304292.0,11525068.0,Aug
58893,(주)코스트코코리아,10962,2011,792965729.0,226837603.0,566128127.0,493271839.0,225356047.0,345617253.0,0.0,0.0,0.0,2086307233.0,103406309.0,6381709.0,0.0,0.0,6984900.0,0.0,139283209.0,130819672.0,1814493530.0,0.0,187527993.0,0.0,0.0,8989146.0,147654586.0,136389353.0,3868776.0,5900625.0,5475626.0,22417458.0,16847777.0,Aug
58894,(주)코스트코코리아,10962,2012,925899623.0,249618407.0,676281216.0,579834294.0,247132077.0,392396499.0,0.0,0.0,0.0,2289957575.0,110153090.0,6757451.0,0.0,0.0,11267757.0,0.0,102535069.0,136509279.0,1994883149.0,2856752.0,228386203.0,0.0,0.0,9840850.0,187437795.0,145146695.0,4025608.0,7994029.0,7551994.0,27660432.0,19023017.0,Aug
58895,(주)코스트코코리아,10962,2013,1081196013.0,296757047.0,784438966.0,650886874.0,293263130.0,459863481.0,0.0,0.0,0.0,2537187094.0,111235078.0,9950527.0,0.0,0.0,10028195.0,0.0,148945339.0,137033467.0,2207453497.0,12557723.0,300119550.0,0.0,0.0,18530556.0,191023393.0,146202477.0,4236184.0,9250748.0,13067166.0,29349052.0,20180043.0,Aug
58896,(주)코스트코코리아,10962,2014,1265484795.0,349560935.0,915923859.0,726655118.0,344701274.0,517709179.0,0.0,0.0,0.0,2861896727.0,131484894.0,12022084.0,0.0,0.0,9908529.0,0.0,163353512.0,163873085.0,2482745949.0,11317866.0,409473950.0,0.0,0.0,36172093.0,208945939.0,172876465.0,5546787.0,10517720.0,14233838.0,30168626.0,21165246.0,Aug
58897,(주)코스트코코리아,10962,2015,1543607931.0,486330389.0,1057277542.0,778931502.0,380649469.0,510941188.0,0.0,0.0,0.0,3200013867.0,141353682.0,14486366.0,0.0,0.0,8133169.0,0.0,115250277.0,174772152.0,2763758675.0,0.0,646162250.0,0.0,0.0,32724637.0,267990314.0,185859963.0,6070362.0,11917156.0,19254639.0,38742849.0,27655038.0,Aug
58898,(주)코스트코코리아,10962,2016,1681649572.0,508735266.0,1172914306.0,775006612.0,409153474.0,508937898.0,0.0,0.0,0.0,3500395601.0,115636764.0,18124585.0,0.0,0.0,6745316.0,5200000.0,181130759.0,159884888.0,3008026440.0,0.0,789052324.0,0.0,0.0,14513071.0,266068713.0,150744518.0,7339538.0,13449663.0,15561592.0,70148259.0,79288629.0,Aug
58899,(주)코스트코코리아,10962,2017,1814919723.0,523417419.0,1291502304.0,944196641.0,424866711.0,683435708.0,0.0,0.0,0.0,3803991304.0,118587998.0,22887195.0,0.0,0.0,5531777.0,4758877.0,169620587.0,167465949.0,3250173950.0,0.0,863009167.0,0.0,0.0,14342389.0,260760933.0,159600152.0,9608509.0,14889660.0,13496352.0,18092318.0,25958116.0,Aug
172921,(주)클라쎄빌,49994,2012,533197881.0,731300908.0,-198103027.0,524940198.0,731092156.0,142229972.0,107816605.0,0.0,0.0,130894984.0,-15888434.0,19277.0,0.0,0.0,752092.0,352788704.0,64947040.0,13291775.0,114107710.0,7898740.0,64018.0,0.0,0.0,133681177.0,382710226.0,-15888434.0,1007425.0,44544.0,139817.0,794904.0,29975113.0,Dec
172922,(주)클라쎄빌,49994,2013,682225044.0,892359320.0,-210134275.0,654804656.0,597973147.0,329310159.0,107816605.0,294200000.0,0.0,230952150.0,-11971248.0,4303.0,189026.0,0.0,901633.0,0.0,98749059.0,5357496.0,204222925.0,26895239.0,69132.0,0.0,0.0,300380999.0,325494496.0,-11971248.0,1053599.0,0.0,345118.0,936394.0,18265138.0,Dec
172923,(주)클라쎄빌,49994,2014,756740046.0,1032838821.0,-276098775.0,728226714.0,484342147.0,77849989.0,140816605.0,220700000.0,0.0,36515171.0,-65964499.0,14870.0,0.0,0.0,522204.0,76100000.0,-339479399.0,-50135790.0,22398345.0,28021310.0,54263.0,0.0,0.0,0.0,650376725.0,-65964499.0,954442.0,30120.0,13570.0,757974.0,16586683.0,Dec
172924,(주)클라쎄빌,49994,2015,699216323.0,989419705.0,-290203382.0,692200596.0,768355079.0,38763768.0,174092990.0,220700000.0,0.0,795715.0,-14104608.0,34508.0,0.0,0.0,279533.0,0.0,-17235880.0,-3751160.0,713176.0,6513758.0,29454.0,0.0,0.0,0.0,653436828.0,-14104608.0,1150897.0,122952.0,338338.0,358941.0,10712389.0,Dec
172925,(주)클라쎄빌,49994,2016,737769374.0,1053044004.0,-315274630.0,729963705.0,410057870.0,70167374.0,362016605.0,315000000.0,0.0,9420575.0,-24981248.0,8466.0,0.0,0.0,156352.0,0.0,-244731712.0,-15567583.0,15125055.0,7282166.0,20988.0,0.0,0.0,332143.0,659796331.0,-24981248.0,1064415.0,46730.0,411185.0,1979629.0,11393293.0,Dec
172926,(주)클라쎄빌,49994,2017,711133489.0,1051045247.0,-339911758.0,705350805.0,425955034.0,80663398.0,332016605.0,312080650.0,0.0,54490341.0,-24637128.0,8549.0,4873543.0,0.0,163613.0,23300000.0,40266855.0,-10398744.0,49511100.0,5235938.0,13693.0,0.0,0.0,2784023.0,624687407.0,-24637128.0,1462012.0,97616.0,260612.0,5166353.0,19404738.0,Dec
173091,(주)태영유니시티,61689,2014,609428375.0,546168825.0,63259549.0,27011228.0,22763390.0,27011228.0,0.0,473900000.0,0.0,186130510.0,11141543.0,50545.0,0.0,0.0,25805182.0,0.0,-170718880.0,8242797.0,174972757.0,9529.0,15043.0,6561.0,0.0,0.0,0.0,14240996.0,47164.0,128210.0,50046.0,25821205.0,19823006.0,Dec
173092,(주)태영유니시티,61689,2015,776679422.0,715805636.0,60873786.0,775893503.0,33773004.0,772289674.0,0.0,620000000.0,0.0,80430725.0,-2385764.0,98392.0,0.0,0.0,29777915.0,0.0,-144841456.0,-1194711.0,77208990.0,4302.0,172427.0,5919.0,0.0,437304329.0,3603829.0,-276627.0,43005.0,119130.0,42100.0,29789655.0,28871571.0,Dec
173093,(주)태영유니시티,61689,2016,1351319932.0,1323418454.0,27901478.0,1343651254.0,657609059.0,407469471.0,0.0,410300000.0,0.0,204742409.0,-32972308.0,100077.0,0.0,0.0,5655707.0,0.0,523226252.0,-23127580.0,189992637.0,4614.0,97069.0,107670.0,0.0,869007.0,936181783.0,-44790919.0,354258.0,178633.0,291482.0,6900339.0,28563677.0,Dec
173094,(주)태영유니시티,61689,2017,816534370.0,737305489.0,79228881.0,814339237.0,315226912.0,167282205.0,20000000.0,190300000.0,0.0,1110772501.0,51327403.0,52377.0,0.0,0.0,761524.0,0.0,-60144805.0,72958699.0,1021916162.0,900000.0,44692.0,81776.0,0.0,32440121.0,647057032.0,66690336.0,259963.0,439768.0,491628.0,1198379.0,7466742.0,Dec
121934,(주)티브로드,29960,2009,565843756.0,374528823.0,191314934.0,18641715.0,189658172.0,18641715.0,127000000.0,3666520.0,180000000.0,220165366.0,-21892973.0,31822766.0,334871.0,0.0,501607.0,42968602.0,50344127.0,5444727.0,48507156.0,453314367.0,84664507.0,-319403.0,0.0,13688056.0,0.0,-23630748.0,3746647.0,1097341.0,1526644.0,12204520.0,41279994.0,Dec
121935,(주)티브로드,29960,2010,538943075.0,350254229.0,188688847.0,24486606.0,215507365.0,24486606.0,132400000.0,3813240.0,130000000.0,236165886.0,-1916318.0,30193860.0,0.0,0.0,128512.0,52026165.0,66354021.0,21347105.0,44534665.0,422268553.0,84677059.0,142063.0,0.0,18621858.0,0.0,5571008.0,3991047.0,875050.0,2328738.0,8101764.0,23877861.0,Dec
121936,(주)티브로드,29960,2011,596654862.0,344650812.0,252004050.0,26043170.0,226566413.0,26043170.0,191603163.0,117509850.0,0.0,227952465.0,26270008.0,28076104.0,0.0,0.0,143462.0,0.0,57054077.0,54802898.0,0.0,457588406.0,92237620.0,13363732.0,0.0,20047074.0,0.0,34416057.0,5532227.0,1041283.0,2469285.0,4940092.0,25326933.0,Dec
121937,(주)티브로드,29960,2012,690760589.0,401360700.0,289399889.0,41949592.0,270192308.0,41949592.0,230000000.0,130616650.0,0.0,245508834.0,37416108.0,29692288.0,0.0,0.0,618629.0,1493280.0,71124426.0,58688160.0,0.0,540785590.0,88509720.0,11472736.0,0.0,21131185.0,0.0,52350229.0,4519884.0,1443925.0,3621879.0,12598617.0,18936547.0,Dec
121940,(주)티브로드,29960,2015,1001219932.0,282586519.0,718633413.0,128911005.0,190534730.0,128911005.0,62000000.0,0.0,0.0,262038429.0,43821043.0,21314501.0,149238.0,0.0,1021149.0,0.0,67314196.0,53250898.0,0.0,67074645.0,292236862.0,479506373.0,0.0,72861123.0,0.0,53318012.0,0.0,1984819.0,0.0,13461284.0,13394170.0,Dec
121941,(주)티브로드,29960,2016,974064191.0,204112973.0,769951218.0,129769264.0,112665306.0,129769264.0,0.0,0.0,0.0,705298213.0,69122994.0,71182990.0,0.0,0.0,621005.0,0.0,141296856.0,104758071.0,0.0,57904291.0,275085202.0,479983902.0,0.0,67367631.0,0.0,91043532.0,0.0,3036127.0,0.0,4932201.0,18646740.0,Dec
121942,(주)티브로드,29960,2017,1057807395.0,223972890.0,833834505.0,228177155.0,222270240.0,228177155.0,0.0,0.0,0.0,689177776.0,79966379.0,64292463.0,0.0,0.0,2070585.0,0.0,174298058.0,124371156.0,0.0,74768464.0,246170222.0,478037032.0,0.0,53331186.0,0.0,114611936.0,0.0,5044819.0,0.0,9873739.0,19632958.0,Dec
122076,(주)티브로드한빛방송,62767,2013,735555798.0,300122976.0,435432822.0,148051408.0,298913072.0,148051409.0,199000000.0,0.0,0.0,264855418.0,28559107.0,30591347.0,0.0,0.0,2267237.0,0.0,54273242.0,39201717.0,0.0,271902229.0,217069860.0,79631236.0,0.0,48126655.0,0.0,36366675.0,5784076.0,592183.0,1315385.0,3604469.0,6439509.0,Dec
122077,(주)티브로드한빛방송,62767,2014,697692743.0,194389777.0,503302967.0,80229605.0,189861408.0,80229605.0,86000000.0,0.0,0.0,607265284.0,85315985.0,57547235.0,565298.0,0.0,1579508.0,0.0,144593725.0,126468456.0,0.0,230962617.0,232864995.0,122819796.0,0.0,46345382.0,0.0,111991525.0,12707307.0,1453779.0,3299665.0,10292680.0,24769611.0,Dec
122123,(주)티시스,45228,2017,611102055.0,424756557.0,186345498.0,94199291.0,145504275.0,86810035.0,58850000.0,0.0,0.0,220746945.0,16265682.0,1810892.0,6521.0,0.0,545593.0,0.0,15753444.0,28118924.0,174116714.0,266590972.0,232781090.0,3140831.0,0.0,34701051.0,7389256.0,20620229.0,3816488.0,492107.0,955069.0,7626725.0,15125419.0,Dec
79041,(주)파리크라상,10043,2009,540377676.0,342084254.0,198293422.0,111407718.0,271604280.0,91631228.0,40000000.0,156215.0,0.0,1001578058.0,31538089.0,32042010.0,0.0,0.0,1506903.0,114223.0,155594003.0,37994936.0,642290654.0,91726608.0,221163478.0,1412595.0,0.0,39961382.0,19776489.0,40440760.0,2897959.0,6700427.0,31576146.0,15839554.0,13393730.0,Dec
99445,(주)파리크라상,10043,2009,540377676.0,342084254.0,198293422.0,111407718.0,271604280.0,91631228.0,40000000.0,156215.0,0.0,1001578058.0,31538089.0,32042010.0,0.0,0.0,1506903.0,114223.0,155594003.0,37994936.0,642290654.0,91726608.0,221163478.0,1412595.0,0.0,39961382.0,19776489.0,40440760.0,2897959.0,6700427.0,31576146.0,15839554.0,13393730.0,Dec
135711,(주)파리크라상,10043,2009,540377676.0,342084254.0,198293422.0,111407718.0,271604280.0,91631228.0,40000000.0,156215.0,0.0,1001578058.0,31538089.0,32042010.0,0.0,0.0,1506903.0,114223.0,155594003.0,37994936.0,642290654.0,91726608.0,221163478.0,1412595.0,0.0,39961382.0,19776489.0,40440760.0,2897959.0,6700427.0,31576146.0,15839554.0,13393730.0,Dec
249826,(주)파리크라상,10043,2009,540377676.0,342084254.0,198293422.0,111407718.0,271604280.0,91631228.0,40000000.0,156215.0,0.0,1001578058.0,31538089.0,32042010.0,0.0,0.0,1506903.0,114223.0,155594003.0,37994936.0,642290654.0,91726608.0,221163478.0,1412595.0,0.0,39961382.0,19776489.0,40440760.0,2897959.0,6700427.0,31576146.0,15839554.0,13393730.0,Dec
79042,(주)파리크라상,10043,2010,598967144.0,366552080.0,232415064.0,113067039.0,277925063.0,88883722.0,0.0,0.0,0.0,1312610506.0,44202115.0,31261163.0,2255430.0,0.0,1854907.0,0.0,150002451.0,48895194.0,856054680.0,116679370.0,234791361.0,2838633.0,0.0,40276171.0,24183317.0,65312686.0,3524426.0,9197340.0,37144716.0,25545532.0,9128040.0,Dec
99446,(주)파리크라상,10043,2010,598967144.0,366552080.0,232415064.0,113067039.0,277925063.0,88883722.0,0.0,0.0,0.0,1312610506.0,44202115.0,31261163.0,2255430.0,0.0,1854907.0,0.0,150002451.0,48895194.0,856054680.0,116679370.0,234791361.0,2838633.0,0.0,40276171.0,24183317.0,65312686.0,3524426.0,9197340.0,37144716.0,25545532.0,9128040.0,Dec
135712,(주)파리크라상,10043,2010,598967144.0,366552080.0,232415064.0,113067039.0,277925063.0,88883722.0,0.0,0.0,0.0,1312610506.0,44202115.0,31261163.0,2255430.0,0.0,1854907.0,0.0,150002451.0,48895194.0,856054680.0,116679370.0,234791361.0,2838633.0,0.0,40276171.0,24183317.0,65312686.0,3524426.0,9197340.0,37144716.0,25545532.0,9128040.0,Dec
249827,(주)파리크라상,10043,2010,598967144.0,366552080.0,232415064.0,113067039.0,277925063.0,88883722.0,0.0,0.0,0.0,1312610506.0,44202115.0,31261163.0,2255430.0,0.0,1854907.0,0.0,150002451.0,48895194.0,856054680.0,116679370.0,234791361.0,2838633.0,0.0,40276171.0,24183317.0,65312686.0,3524426.0,9197340.0,37144716.0,25545532.0,9128040.0,Dec
79043,(주)파리크라상,10043,2011,735116471.0,423283935.0,311832536.0,114588897.0,308569081.0,74292013.0,50000000.0,0.0,0.0,1573366203.0,54651884.0,36639546.0,0.0,0.0,1921304.0,717400.0,72373243.0,56959906.0,1019109229.0,170251840.0,287021292.0,2834316.0,0.0,48463147.0,40296884.0,72311162.0,4451780.0,9202041.0,47035420.0,27794094.0,12442838.0,Dec
99447,(주)파리크라상,10043,2011,735116471.0,423283935.0,311832536.0,114588897.0,308569081.0,74292013.0,50000000.0,0.0,0.0,1573366203.0,54651884.0,36639546.0,0.0,0.0,1921304.0,717400.0,72373243.0,56959906.0,1019109229.0,170251840.0,287021292.0,2834316.0,0.0,48463147.0,40296884.0,72311162.0,4451780.0,9202041.0,47035420.0,27794094.0,12442838.0,Dec
135713,(주)파리크라상,10043,2011,735116471.0,423283935.0,311832536.0,114588897.0,308569081.0,74292013.0,50000000.0,0.0,0.0,1573366203.0,54651884.0,36639546.0,0.0,0.0,1921304.0,717400.0,72373243.0,56959906.0,1019109229.0,170251840.0,287021292.0,2834316.0,0.0,48463147.0,40296884.0,72311162.0,4451780.0,9202041.0,47035420.0,27794094.0,12442838.0,Dec
249828,(주)파리크라상,10043,2011,735116471.0,423283935.0,311832536.0,114588897.0,308569081.0,74292013.0,50000000.0,0.0,0.0,1573366203.0,54651884.0,36639546.0,0.0,0.0,1921304.0,717400.0,72373243.0,56959906.0,1019109229.0,170251840.0,287021292.0,2834316.0,0.0,48463147.0,40296884.0,72311162.0,4451780.0,9202041.0,47035420.0,27794094.0,12442838.0,Dec
79044,(주)파리크라상,10043,2012,873512470.0,474163988.0,399348482.0,123004515.0,275455789.0,88939400.0,45000000.0,20000000.0,50000000.0,1621354912.0,59177413.0,42485344.0,52463.0,0.0,2493050.0,1054738.0,74327392.0,58562733.0,996208230.0,296554763.0,294087915.0,2706985.0,0.0,57281813.0,34065115.0,75390987.0,6114219.0,10588489.0,55806387.0,51629867.0,34801613.0,Dec
99448,(주)파리크라상,10043,2012,873512470.0,474163988.0,399348482.0,123004515.0,275455789.0,88939400.0,45000000.0,20000000.0,50000000.0,1621354912.0,59177413.0,42485344.0,52463.0,0.0,2493050.0,1054738.0,74327392.0,58562733.0,996208230.0,296554763.0,294087915.0,2706985.0,0.0,57281813.0,34065115.0,75390987.0,6114219.0,10588489.0,55806387.0,51629867.0,34801613.0,Dec
135714,(주)파리크라상,10043,2012,873512470.0,474163988.0,399348482.0,123004515.0,275455789.0,88939400.0,45000000.0,20000000.0,50000000.0,1621354912.0,59177413.0,42485344.0,52463.0,0.0,2493050.0,1054738.0,74327392.0,58562733.0,996208230.0,296554763.0,294087915.0,2706985.0,0.0,57281813.0,34065115.0,75390987.0,6114219.0,10588489.0,55806387.0,51629867.0,34801613.0,Dec
249829,(주)파리크라상,10043,2012,873512470.0,474163988.0,399348482.0,123004515.0,275455789.0,88939400.0,45000000.0,20000000.0,50000000.0,1621354912.0,59177413.0,42485344.0,52463.0,0.0,2493050.0,1054738.0,74327392.0,58562733.0,996208230.0,296554763.0,294087915.0,2706985.0,0.0,57281813.0,34065115.0,75390987.0,6114219.0,10588489.0,55806387.0,51629867.0,34801613.0,Dec
79045,(주)파리크라상,10043,2013,976549720.0,457730142.0,518819579.0,139627617.0,307765553.0,99086363.0,55000000.0,0.0,30000000.0,1651264220.0,65667426.0,38508945.0,2202000.0,0.0,2187689.0,20000000.0,98589377.0,66317713.0,998458031.0,379905726.0,293577292.0,4224006.0,0.0,61698357.0,40541254.0,88244448.0,10276025.0,12112873.0,60778945.0,51863313.0,29936577.0,Dec
99449,(주)파리크라상,10043,2013,976549720.0,457730142.0,518819579.0,139627617.0,307765553.0,99086363.0,55000000.0,0.0,30000000.0,1651264220.0,65667426.0,38508945.0,2202000.0,0.0,2187689.0,20000000.0,98589377.0,66317713.0,998458031.0,379905726.0,293577292.0,4224006.0,0.0,61698357.0,40541254.0,88244448.0,10276025.0,12112873.0,60778945.0,51863313.0,29936577.0,Dec
135715,(주)파리크라상,10043,2013,976549720.0,457730142.0,518819579.0,139627617.0,307765553.0,99086363.0,55000000.0,0.0,30000000.0,1651264220.0,65667426.0,38508945.0,2202000.0,0.0,2187689.0,20000000.0,98589377.0,66317713.0,998458031.0,379905726.0,293577292.0,4224006.0,0.0,61698357.0,40541254.0,88244448.0,10276025.0,12112873.0,60778945.0,51863313.0,29936577.0,Dec
