회사명,거래소코드,회계년도,[제조]   이자비용
(유)비티투자,054082,2007/12,122958
(유)비티투자,054082,2008/12,1268353
(유)비티투자,054082,2009/12,940870
(유)비티투자,054082,2010/12,991927
(유)비티투자,054082,2011/12,838785
(유)비티투자,054082,2012/12,901309
(유)비티투자,054082,2013/12,813621
(유)비티투자,054082,2014/12,791242
(유)비티투자,054082,2015/12,708282
(유)유맥에프앤알,014534,2001/12,404270
(유)유맥에프앤알,014534,2002/12,539850
(유)유맥에프앤알,014534,2003/12,379853
(유)유맥에프앤알,014534,2004/12,584463
(유)유맥에프앤알,014534,2005/12,572028
(유)유맥에프앤알,014534,2006/12,793117
(유)유맥에프앤알,014534,2007/12,840035
(유)유맥에프앤알,014534,2008/12,813031
(유)유맥에프앤알,014534,2009/12,550671
(유)유맥에프앤알,014534,2010/12,349664
(유)유맥에프앤알,014534,2011/12,109416
(유)유맥에프앤알,014534,2012/12,222557
(유)유맥에프앤알,014534,2013/12,176881
(유)유맥에프앤알,014534,2014/12,159353
(유)유맥에프앤알,014534,2015/12,133414
(유)유맥에프앤알,014534,2016/12,183594
(유)유맥에프앤알,014534,2017/12,154853
(주)88스테이,081962,2016/12,0
(주)88스테이,081962,2017/12,0
(주)LF스퀘어씨사이드,086240,2017/12,0
(주)NHF5호공공임대개발전문위탁관리부동산투자회사,076921,2015/12,0
(주)NHF5호공공임대개발전문위탁관리부동산투자회사,076921,2016/12,0
(주)NHF5호공공임대개발전문위탁관리부동산투자회사,076921,2017/12,0
(주)NHF6호공공임대개발전문위탁관리부동산투자회사,078193,2015/12,0
(주)NHF6호공공임대개발전문위탁관리부동산투자회사,078193,2016/12,0
(주)NHF6호공공임대개발전문위탁관리부동산투자회사,078193,2017/12,0
(주)NHF7호공공임대위탁관리부동산투자회사,076922,2015/12,0
(주)NHF7호공공임대위탁관리부동산투자회사,076922,2016/12,0
(주)NHF7호공공임대위탁관리부동산투자회사,076922,2017/12,0
(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,072369,2014/12,0
(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,072369,2015/12,0
(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,072369,2016/12,0
(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,072369,2017/12,12977612
(주)NHF제2호공공임대위탁관리부동산투자회사,072370,2014/12,0
