회사명,거래소코드,회계년도,[제조]   이자비용
(주)경남금속,041543,2013/12,798720
(주)경남금속,041543,2014/12,763752
(주)경남금속,041543,2015/12,941026
(주)경남금속,041543,2016/12,1428888
(주)경남금속,041543,2017/12,1503122
(주)경동금속,076227,2015/12,178637
(주)경동금속,076227,2016/12,247488
(주)경동금속,076227,2017/12,220715
(주)경동소재,040801,2004/12,765902
(주)경동소재,040801,2008/12,3038350
(주)경동소재,040801,2009/12,4720954
(주)경동소재,040801,2010/12,5639831
(주)경동소재,040801,2011/12,4084058
(주)경동소재,040801,2012/12,4979606
(주)경동소재,040801,2013/12,6924609
(주)경동소재,040801,2014/12,7649670
(주)경동소재,040801,2015/12,8473313
(주)경동소재,040801,2016/12,4937082
(주)경동소재,040801,2017/12,5944317
(주)경동원,026351,2001/12,252361
(주)경동원,026351,2002/12,288796
(주)경동원,026351,2003/12,846633
(주)경동원,026351,2004/12,627386
(주)경동원,026351,2005/12,630715
(주)경동원,026351,2006/12,684170
(주)경동원,026351,2007/12,743212
(주)경동원,026351,2008/12,982710
(주)경동원,026351,2009/12,1333700
(주)경동원,026351,2010/12,366647
(주)경동원,026351,2011/12,295052
(주)경동원,026351,2012/12,1516365
(주)경동원,026351,2013/12,3488004
(주)경동원,026351,2014/12,3484429
(주)경동원,026351,2015/12,3046236
(주)경동원,026351,2016/12,2579257
(주)경동원,026351,2017/12,2284752
(주)경동월드와이드,040316,2003/12,58636
(주)경동월드와이드,040316,2004/12,382466
(주)경동월드와이드,040316,2005/12,462478
(주)경동월드와이드,040316,2006/12,423317
(주)경동월드와이드,040316,2007/12,411086
(주)경동월드와이드,040316,2008/12,501761
(주)경동월드와이드,040316,2009/12,696146
(주)경동월드와이드,040316,2010/12,621027
(주)경동월드와이드,040316,2011/12,526196
(주)경동월드와이드,040316,2012/12,486497
(주)경동월드와이드,040316,2013/12,299206
(주)경동월드와이드,040316,2014/12,132064
(주)경동월드와이드,040316,2015/12,58894
(주)경동월드와이드,040316,2016/12,57902
(주)경동월드와이드,040316,2017/12,75682
(주)경동특수주강,049776,2007/12,260881
(주)경동특수주강,049776,2008/12,263002
(주)경동특수주강,049776,2009/12,205812
(주)경동특수주강,049776,2010/12,138180
(주)경동특수주강,049776,2011/12,107147
(주)경동특수주강,049776,2012/12,118425
(주)경동특수주강,049776,2013/12,84211
(주)경동특수주강,049776,2014/12,100999
(주)경동특수주강,049776,2015/12,66778
(주)경동특수주강,049776,2016/12,60251
(주)경동특수주강,049776,2017/12,155490
(주)경동하이테크,059707,2009/12,416732
(주)경동하이테크,059707,2010/12,523727
(주)경동하이테크,059707,2011/12,658922
(주)경동하이테크,059707,2012/12,802534
(주)경동하이테크,059707,2013/12,420021
(주)경림,080427,2016/12,227168
(주)경림,080427,2017/12,274505
(주)경수제철건설,052486,2007/12,400825
(주)경수제철건설,052486,2008/12,496866
(주)경수제철건설,052486,2009/12,688485
(주)경수제철건설,052486,2010/12,624960
(주)경수제철건설,052486,2011/12,564617
(주)경수제철건설,052486,2012/12,493592
(주)경수제철건설,052486,2013/12,569010
(주)경수제철건설,052486,2014/12,307668
(주)경수제철건설,052486,2015/12,220139
(주)경수제철건설,052486,2016/12,481350
(주)경수제철건설,052486,2017/12,700012
(주)경안금속,086188,2017/12,136897
(주)경원화학,071263,2013/12,159912
(주)경원화학,071263,2014/12,250964
(주)경원화학,071263,2015/12,239476
(주)경원화학,071263,2016/12,233762
(주)경원화학,071263,2017/12,169052
(주)경인테크,073616,2014/12,205158
(주)경인테크,073616,2015/12,169207
(주)경인테크,073616,2016/12,177594
(주)경인테크,073616,2017/12,230929
(주)경인특수금속,046880,2006/12,374283
(주)경인특수금속,046880,2007/12,387289
(주)경인특수금속,046880,2014/12,289018
(주)경인특수금속,046880,2015/12,236529
(주)경인특수금속,046880,2016/12,225793
(주)경인특수금속,046880,2017/12,218161
(주)고강알루미늄,046075,2006/12,1478278
(주)고강알루미늄,046075,2007/12,1326725
(주)고강알루미늄,046075,2008/12,1522130
(주)고강알루미늄,046075,2009/12,1946558
(주)고강알루미늄,046075,2010/12,1623353
(주)고강알루미늄,046075,2011/12,1681222
(주)고강알루미늄,046075,2012/12,1995207
(주)고강알루미늄,046075,2013/12,1919713
(주)고강알루미늄,046075,2014/12,2029830
(주)고강알루미늄,046075,2015/12,1708176
(주)고강알루미늄,046075,2016/12,1145725
(주)고강알루미늄,046075,2017/12,1160772
(주)고려금속,048505,2007/12,506387
(주)고려금속,048505,2008/12,652606
(주)고려기업,067992,2012/12,65308
(주)고려기업,067992,2013/12,51670
(주)고려기업,067992,2014/12,42672
(주)고려에프앤디,047923,2007/12,126035
(주)고려콘크리트,087910,2017/12,165276
(주)고령기와,058348,2009/12,95401
(주)고령기와,058348,2010/12,82782
(주)고령기와,058348,2011/12,94603
(주)고령기와,058348,2012/12,86190
(주)고령기와,058348,2013/12,68655
(주)고령기와,058348,2014/12,51478
(주)고령기와,058348,2015/12,27826
(주)고령기와,058348,2016/12,305607
(주)고령기와,058348,2017/12,267007
(주)고원금속,059339,2009/12,426297
(주)고원금속,059339,2010/12,478495
(주)고원금속,059339,2011/12,447465
(주)고원금속,059339,2012/12,349647
(주)고원금속,059339,2013/12,218167
(주)고원금속,059339,2014/12,232878
(주)고원금속,059339,2015/12,201382
(주)고원금속,059339,2016/12,256291
(주)고원금속,059339,2017/12,395449
(주)골드라인,017476,2001/12,532378
(주)골드라인,017476,2002/12,598685
(주)골드라인,017476,2003/12,459181
(주)골드라인,017476,2004/12,552856
(주)골드라인,017476,2005/12,657215
(주)골드라인,017476,2006/12,648162
(주)골드라인,017476,2007/12,661062
(주)골드라인,017476,2008/12,803807
(주)골드라인,017476,2009/12,790333
(주)골드라인,017476,2010/12,797117
(주)골드라인,017476,2011/12,1133671
(주)골드라인,017476,2012/12,1468766
(주)골드라인,017476,2013/12,818367
(주)골드라인,017476,2014/12,741210
(주)골드라인,017476,2015/12,595767
(주)골드라인,017476,2016/12,585114
(주)골드라인,017476,2017/12,508879
(주)골드라인파렛텍,015716,2001/12,1332739
(주)골드라인파렛텍,015716,2002/12,1242167
(주)골드라인파렛텍,015716,2003/12,398195
(주)골드라인파렛텍,015716,2004/12,293741
(주)골드라인파렛텍,015716,2005/12,282943
(주)골드라인파렛텍,015716,2006/12,190470
(주)골드라인파렛텍,015716,2007/12,291838
(주)골드라인파렛텍,015716,2008/12,468840
(주)골드라인파렛텍,015716,2009/12,620700
(주)골드라인파렛텍,015716,2010/12,773159
(주)골드라인파렛텍,015716,2011/12,1180091
(주)골드라인파렛텍,015716,2012/12,1443433
(주)골드라인파렛텍,015716,2013/12,963830
(주)골드라인파렛텍,015716,2014/12,904121
(주)골드라인파렛텍,015716,2015/12,767002
(주)골드라인파렛텍,015716,2016/12,654770
(주)골드라인파렛텍,015716,2017/12,593501
(주)공간세라믹,040058,2002/12,364483
(주)공간세라믹,040058,2003/12,437599
(주)공간세라믹,040058,2004/12,365107
(주)공간세라믹,040058,2005/12,345249
(주)공간세라믹,040058,2006/12,330863
(주)공간세라믹,040058,2007/12,328090
(주)공간세라믹,040058,2008/12,359814
(주)공간세라믹,040058,2009/12,254787
(주)공간세라믹,040058,2010/12,252111
(주)공간세라믹,040058,2011/12,253819
(주)공간세라믹,040058,2012/12,222103
(주)공간세라믹,040058,2013/12,160487
(주)공간세라믹,040058,2014/12,117826
(주)공간세라믹,040058,2015/12,103794
(주)공간세라믹,040058,2016/12,142644
(주)공간세라믹,040058,2017/12,127702
(주)공단레미콘,042118,2004/12,123669
(주)공단레미콘,042118,2005/12,134612
(주)공단레미콘,042118,2006/12,45054
(주)공단레미콘,042118,2014/12,346547
(주)공단레미콘,042118,2015/12,378110
(주)공단레미콘,042118,2016/12,263888
(주)공단레미콘,042118,2017/12,268802
(주)광산에스에이치아이,048172,2007/12,774356
(주)광산에스에이치아이,048172,2008/12,947658
(주)광산에스에이치아이,048172,2009/12,840968
(주)광산에스에이치아이,048172,2010/12,1060961
(주)광산에스에이치아이,048172,2011/12,1274496
(주)광산에스에이치아이,048172,2012/12,1503904
(주)광산에스에이치아이,048172,2013/12,2374809
(주)광산에스에이치아이,048172,2014/12,2291779
(주)광산에스에이치아이,048172,2015/12,678
(주)광산에스에이치아이,048172,2016/12,0
(주)광산에스에이치아이,048172,2017/12,0
(주)광성금속,048945,2007/12,318833
(주)광성금속,048945,2008/12,495002
(주)광성금속,048945,2009/12,507966
(주)광성금속,048945,2010/12,471434
(주)광성금속,048945,2011/12,554211
(주)광성금속,048945,2012/12,473976
(주)광성금속,048945,2013/12,360492
(주)광성금속,048945,2014/12,220488
